"YEAR","CARRIER","CARRIER_NAME","MANUFACTURE_YEAR","UNIQUE_CARRIER_NAME","SERIAL_NUMBER","TAIL_NUMBER","AIRCRAFT_STATUS","OPERATING_STATUS","NUMBER_OF_SEATS","MANUFACTURER","MODEL","CAPACITY_IN_POUNDS","ACQUISITION_DATE","AIRLINE_ID","UNIQUE_CARRIER",
2019,"UA","United Air Lines Inc.",1998,"United Air Lines Inc.","28784","N16713","a","Y",124,"BoeingCo","B737-700PAX",154500,1998-10-07,19977,"UA",
2019,"UA","United Air Lines Inc.",1999,"United Air Lines Inc.","28791","N27724","a","Y",124,"BoeingCo","B737-700PAX",154500,1999-06-04,19977,"UA",
2019,"UA","United Air Lines Inc.",1999,"United Air Lines Inc.","28796","N39726","a","Y",124,"BoeingCo","B737-700PAX",154500,1999-07-15,19977,"UA",
2019,"UA","United Air Lines Inc.",1999,"United Air Lines Inc.","28797","N38727","a","Y",124,"BoeingCo","B737-700PAX",154500,1999-07-19,19977,"UA",
2019,"UA","United Air Lines Inc.",1999,"United Air Lines Inc.","28798","N17730","a","Y",124,"BoeingCo","B737-700PAX",154500,1999-08-20,19977,"UA",
2019,"UA","United Air Lines Inc.",1999,"United Air Lines Inc.","28941","N13750","a","Y",124,"BoeingCo","B737-700PAX",154500,1999-06-12,19977,"UA",
2019,"UA","United Air Lines Inc.",2002,"United Air Lines Inc.","30463","N17753","a","Y",124,"BoeingCo","B737-700PAX",154500,2015-07-01,19977,"UA",
2019,"UA","United Air Lines Inc.",2002,"United Air Lines Inc.","30464","N12754","a","Y",124,"BoeingCo","B737-700PAX",154500,2015-07-01,19977,"UA",
2019,"UA","United Air Lines Inc.",2000,"United Air Lines Inc.","30429","N24202","a","Y",154,"BoeingCo","B737-800PAX",174200,2000-06-12,19977,"UA",
2019,"UA","United Air Lines Inc.",2000,"United Air Lines Inc.","30613","N33203","a","Y",154,"BoeingCo","B737-800PAX",174200,2000-06-21,19977,"UA",
2019,"UA","United Air Lines Inc.",2000,"United Air Lines Inc.","30577","N27205","a","Y",154,"BoeingCo","B737-800PAX",174200,2000-07-24,19977,"UA",
2019,"UA","United Air Lines Inc.",2000,"United Air Lines Inc.","30578","N11206","a","Y",154,"BoeingCo","B737-800PAX",174200,2000-07-26,19977,"UA",
2019,"UA","United Air Lines Inc.",2000,"United Air Lines Inc.","30579","N36207","a","Y",154,"BoeingCo","B737-800PAX",174200,2000-08-07,19977,"UA",
2019,"UA","United Air Lines Inc.",1999,"United Air Lines Inc.","28793","N17229","a","Y",154,"BoeingCo","B737-800PAX",174200,1999-05-10,19977,"UA",
2019,"UA","United Air Lines Inc.",1999,"United Air Lines Inc.","28794","N14230","a","Y",154,"BoeingCo","B737-800PAX",174200,1999-05-18,19977,"UA",
2019,"UA","United Air Lines Inc.",1999,"United Air Lines Inc.","28795","N14231","a","Y",154,"BoeingCo","B737-800PAX",174200,1999-05-18,19977,"UA",
2019,"UA","United Air Lines Inc.",1999,"United Air Lines Inc.","28943","N17233","a","Y",154,"BoeingCo","B737-800PAX",174200,1999-07-30,19977,"UA",
2019,"UA","United Air Lines Inc.",1999,"United Air Lines Inc.","28804","N12238","a","Y",154,"BoeingCo","B737-800PAX",174200,1999-10-16,19977,"UA",
2019,"UA","United Air Lines Inc.",1999,"United Air Lines Inc.","28951","N27239","a","Y",154,"BoeingCo","B737-800PAX",174200,1999-10-22,19977,"UA",
2019,"UA","United Air Lines Inc.",1999,"United Air Lines Inc.","28953","N54241","a","Y",154,"BoeingCo","B737-800PAX",174200,1999-10-29,19977,"UA",
2019,"UA","United Air Lines Inc.",1999,"United Air Lines Inc.","28805","N14242","a","Y",154,"BoeingCo","B737-800PAX",174200,1999-11-04,19977,"UA",
2019,"UA","United Air Lines Inc.",1999,"United Air Lines Inc.","28954","N17244","a","Y",154,"BoeingCo","B737-800PAX",174200,1999-11-10,19977,"UA",
2019,"UA","United Air Lines Inc.",1999,"United Air Lines Inc.","28807","N36247","a","Y",154,"BoeingCo","B737-800PAX",174200,1999-12-13,19977,"UA",
2019,"UA","United Air Lines Inc.",1999,"United Air Lines Inc.","28808","N13248","a","Y",154,"BoeingCo","B737-800PAX",174200,1999-12-30,19977,"UA",
2019,"UA","United Air Lines Inc.",2000,"United Air Lines Inc.","30582","N73251","a","Y",154,"BoeingCo","B737-800PAX",174200,2000-09-01,19977,"UA",
2019,"UA","United Air Lines Inc.",2000,"United Air Lines Inc.","30610","N37255","a","Y",154,"BoeingCo","B737-800PAX",174200,2000-10-23,19977,"UA",
2019,"UA","United Air Lines Inc.",2000,"United Air Lines Inc.","30611","N73256","a","Y",154,"BoeingCo","B737-800PAX",174200,2000-10-30,19977,"UA",
2019,"UA","United Air Lines Inc.",2000,"United Air Lines Inc.","30612","N38257","a","Y",154,"BoeingCo","B737-800PAX",174200,2000-11-14,19977,"UA",
2019,"UA","United Air Lines Inc.",2001,"United Air Lines Inc.","30803","N73259","a","Y",154,"BoeingCo","B737-800PAX",174200,2001-05-30,19977,"UA",
2019,"UA","United Air Lines Inc.",2001,"United Air Lines Inc.","31582","N77261","a","Y",154,"BoeingCo","B737-800PAX",174200,2001-07-19,19977,"UA",
2019,"UA","United Air Lines Inc.",2001,"United Air Lines Inc.","32402","N33262","a","Y",154,"BoeingCo","B737-800PAX",174200,2001-07-25,19977,"UA",
2019,"UA","United Air Lines Inc.",2001,"United Air Lines Inc.","31583","N37263","a","Y",154,"BoeingCo","B737-800PAX",174200,2001-07-31,19977,"UA",
2019,"UA","United Air Lines Inc.",2001,"United Air Lines Inc.","31585","N76265","a","Y",154,"BoeingCo","B737-800PAX",174200,2001-08-27,19977,"UA",
2019,"UA","United Air Lines Inc.",2001,"United Air Lines Inc.","31586","N37267","a","Y",154,"BoeingCo","B737-800PAX",174200,2001-09-12,19977,"UA",
2019,"UA","United Air Lines Inc.",2001,"United Air Lines Inc.","31587","N38268","a","Y",154,"BoeingCo","B737-800PAX",174200,2001-09-30,19977,"UA",
2019,"UA","United Air Lines Inc.",2001,"United Air Lines Inc.","31588","N76269","a","Y",154,"BoeingCo","B737-800PAX",174200,2001-10-12,19977,"UA",
2019,"UA","United Air Lines Inc.",2001,"United Air Lines Inc.","31632","N73270","a","Y",154,"BoeingCo","B737-800PAX",174200,2001-10-12,19977,"UA",
2019,"UA","United Air Lines Inc.",2001,"United Air Lines Inc.","31589","N35271","a","Y",154,"BoeingCo","B737-800PAX",174200,2001-11-05,19977,"UA",
2019,"UA","United Air Lines Inc.",2001,"United Air Lines Inc.","31591","N37273","a","Y",154,"BoeingCo","B737-800PAX",174200,2001-12-03,19977,"UA",
2019,"UA","United Air Lines Inc.",2002,"United Air Lines Inc.","31592","N37274","a","Y",154,"BoeingCo","B737-800PAX",174200,2002-02-24,19977,"UA",
2019,"UA","United Air Lines Inc.",2002,"United Air Lines Inc.","31593","N73275","a","Y",154,"BoeingCo","B737-800PAX",174200,2002-03-05,19977,"UA",
2019,"UA","United Air Lines Inc.",2004,"United Air Lines Inc.","31634","N34282","a","Y",154,"BoeingCo","B737-800PAX",174200,2004-01-28,19977,"UA",
2019,"UA","United Air Lines Inc.",2004,"United Air Lines Inc.","31606","N73283","a","Y",154,"BoeingCo","B737-800PAX",174200,2004-02-24,19977,"UA",
2019,"UA","United Air Lines Inc.",2004,"United Air Lines Inc.","31635","N33284","a","Y",154,"BoeingCo","B737-800PAX",174200,2004-03-29,19977,"UA",
2019,"UA","United Air Lines Inc.",2004,"United Air Lines Inc.","33452","N78285","a","Y",154,"BoeingCo","B737-800PAX",174200,2004-07-21,19977,"UA",
2019,"UA","United Air Lines Inc.",2004,"United Air Lines Inc.","33454","N73291","a","Y",154,"BoeingCo","B737-800PAX",174200,2004-11-23,19977,"UA",
2019,"UA","United Air Lines Inc.",2005,"United Air Lines Inc.","34002","N77296","a","Y",154,"BoeingCo","B737-800PAX",174200,2005-09-19,19977,"UA",
2019,"UA","United Air Lines Inc.",2005,"United Air Lines Inc.","34003","N39297","a","Y",154,"BoeingCo","B737-800PAX",174200,2005-10-17,19977,"UA",
2019,"UA","United Air Lines Inc.",2005,"United Air Lines Inc.","34004","N37298","a","Y",154,"BoeingCo","B737-800PAX",174200,2005-11-21,19977,"UA",
2019,"UA","United Air Lines Inc.",2005,"United Air Lines Inc.","34005","N73299","a","Y",154,"BoeingCo","B737-800PAX",174200,2005-11-29,19977,"UA",
2019,"UA","United Air Lines Inc.",2000,"United Air Lines Inc.","30576","N35204","a","Y",154,"BoeingCo","B737-800PAX",174200,2000-07-14,19977,"UA",
2019,"UA","United Air Lines Inc.",2000,"United Air Lines Inc.","30580","N26208","a","Y",154,"BoeingCo","B737-800PAX",174200,2000-08-28,19977,"UA",
2019,"UA","United Air Lines Inc.",2005,"United Air Lines Inc.","33453","N37293","a","Y",154,"BoeingCo","B737-800PAX",174200,2005-07-08,19977,"UA",
2019,"UA","United Air Lines Inc.",2005,"United Air Lines Inc.","34000","N33294","a","Y",154,"BoeingCo","B737-800PAX",174200,2005-08-22,19977,"UA",
2019,"UA","United Air Lines Inc.",2001,"United Air Lines Inc.","30118","N30401","a","Y",173,"BoeingCo","B737-900PAX",174200,2001-05-30,19977,"UA",
2019,"UA","United Air Lines Inc.",2001,"United Air Lines Inc.","30121","N32404","a","Y",173,"BoeingCo","B737-900PAX",174200,2001-07-17,19977,"UA",
2019,"UA","United Air Lines Inc.",2001,"United Air Lines Inc.","30125","N37408","a","Y",173,"BoeingCo","B737-900PAX",174200,2001-10-08,19977,"UA",
2019,"UA","United Air Lines Inc.",2001,"United Air Lines Inc.","30126","N37409","a","Y",173,"BoeingCo","B737-900PAX",174200,2001-11-26,19977,"UA",
2019,"UA","United Air Lines Inc.",1998,"United Air Lines Inc.","29282","N17133","a","Y",169,"BoeingCo","B757-200PAX",255000,1998-12-22,19977,"UA",
2019,"UA","United Air Lines Inc.",1994,"United Air Lines Inc.","27293","N33103","a","Y",169,"BoeingCo","B757-200PAX",255000,1994-06-24,19977,"UA",
2019,"UA","United Air Lines Inc.",1995,"United Air Lines Inc.","27557","N14115","a","Y",169,"BoeingCo","B757-200PAX",255000,1995-08-09,19977,"UA",
2019,"UA","United Air Lines Inc.",1998,"United Air Lines Inc.","27565","N29124","a","Y",169,"BoeingCo","B757-200PAX",255000,1998-01-30,19977,"UA",
2019,"UA","United Air Lines Inc.",1998,"United Air Lines Inc.","28967","N12125","a","Y",169,"BoeingCo","B757-200PAX",255000,1998-02-05,19977,"UA",
2019,"UA","United Air Lines Inc.",2001,"United Air Lines Inc.","32584","N73860","a","Y",216,"BoeingCo","B757-300PAX",273000,2009-12-28,19977,"UA",
2019,"UA","United Air Lines Inc.",2001,"United Air Lines Inc.","32585","N75861","a","Y",216,"BoeingCo","B757-300PAX",273000,2005-08-01,19977,"UA",
2019,"UA","United Air Lines Inc.",2001,"United Air Lines Inc.","32586","N57862","a","Y",216,"BoeingCo","B757-300PAX",273000,2010-01-25,19977,"UA",
2019,"UA","United Air Lines Inc.",2001,"United Air Lines Inc.","32587","N57863","a","Y",216,"BoeingCo","B757-300PAX",273000,2005-10-19,19977,"UA",
2019,"UA","United Air Lines Inc.",2001,"United Air Lines Inc.","32588","N57864","a","Y",216,"BoeingCo","B757-300PAX",273000,2006-01-15,19977,"UA",
2019,"UA","United Air Lines Inc.",2002,"United Air Lines Inc.","32589","N77865","a","Y",216,"BoeingCo","B757-300PAX",273000,2006-01-20,19977,"UA",
2019,"UA","United Air Lines Inc.",2002,"United Air Lines Inc.","32591","N78866","a","Y",216,"BoeingCo","B757-300PAX",273000,2006-01-27,19977,"UA",
2019,"UA","United Air Lines Inc.",2002,"United Air Lines Inc.","32592","N77867","a","Y",216,"BoeingCo","B757-300PAX",273000,2006-01-13,19977,"UA",
2019,"UA","United Air Lines Inc.",2002,"United Air Lines Inc.","32590","N57868","a","Y",216,"BoeingCo","B757-300PAX",273000,2005-07-15,19977,"UA",
2019,"UA","United Air Lines Inc.",2002,"United Air Lines Inc.","32593","N57869","a","Y",216,"BoeingCo","B757-300PAX",273000,2005-07-01,19977,"UA",
2019,"UA","United Air Lines Inc.",2003,"United Air Lines Inc.","32525","N57870","a","Y",216,"BoeingCo","B757-300PAX",273000,2009-11-02,19977,"UA",
2019,"UA","United Air Lines Inc.",2003,"United Air Lines Inc.","33526","N77871","a","Y",216,"BoeingCo","B757-300PAX",273000,2009-12-01,19977,"UA",
2019,"UA","United Air Lines Inc.",2000,"United Air Lines Inc.","29449","N76054","a","Y",235,"BoeingCo","B767-400PAX",450000,2000-12-05,19977,"UA",
2019,"UA","United Air Lines Inc.",2001,"United Air Lines Inc.","29450","N76055","a","Y",235,"BoeingCo","B767-400PAX",450000,2001-02-21,19977,"UA",
2019,"UA","United Air Lines Inc.",1999,"United Air Lines Inc.","29480","N76010","a","Y",276,"BoeingCo","B777-200PAX",656000,1999-05-08,19977,"UA",
2019,"UA","United Air Lines Inc.",1999,"United Air Lines Inc.","29860","N77012","a","Y",276,"BoeingCo","B777-200PAX",656000,1999-08-01,19977,"UA",
2019,"UA","United Air Lines Inc.",1999,"United Air Lines Inc.","29862","N77014","a","Y",276,"BoeingCo","B777-200PAX",656000,1999-11-15,19977,"UA",
2019,"UA","United Air Lines Inc.",1997,"United Air Lines Inc.","686","N801UA","O","Y",120,"AirbusIndustries","AirbusA319-131",166400,1997-07-01,19977,"UA",
2019,"UA","United Air Lines Inc.",1997,"United Air Lines Inc.","690","N802UA","O","Y",120,"AirbusIndustries","AirbusA319-131",166400,1997-07-01,19977,"UA",
2019,"UA","United Air Lines Inc.",1997,"United Air Lines Inc.","748","N803UA","O","Y",120,"AirbusIndustries","AirbusA319-131",166400,1997-12-04,19977,"UA",
2019,"UA","United Air Lines Inc.",1997,"United Air Lines Inc.","759","N804UA","O","Y",120,"AirbusIndustries","AirbusA319-131",166400,1997-12-26,19977,"UA",
2019,"UA","United Air Lines Inc.",1998,"United Air Lines Inc.","783","N805UA","O","Y",120,"AirbusIndustries","AirbusA319-131",166400,1998-05-28,19977,"UA",
2019,"UA","United Air Lines Inc.",1998,"United Air Lines Inc.","788","N806UA","O","Y",120,"AirbusIndustries","AirbusA319-131",166400,1998-05-28,19977,"UA",
2019,"UA","United Air Lines Inc.",1998,"United Air Lines Inc.","798","N807UA","O","Y",120,"AirbusIndustries","AirbusA319-131",166400,1998-06-18,19977,"UA",
2019,"UA","United Air Lines Inc.",1998,"United Air Lines Inc.","804","N808UA","O","Y",120,"AirbusIndustries","AirbusA319-131",166400,1998-06-18,19977,"UA",
2019,"UA","United Air Lines Inc.",1998,"United Air Lines Inc.","825","N809UA","O","Y",120,"AirbusIndustries","AirbusA319-131",166400,1998-05-19,19977,"UA",
2019,"UA","United Air Lines Inc.",1998,"United Air Lines Inc.","843","N810UA","O","Y",120,"AirbusIndustries","AirbusA319-131",166400,1998-06-25,19977,"UA",
2019,"UA","United Air Lines Inc.",1998,"United Air Lines Inc.","847","N811UA","O","Y",120,"AirbusIndustries","AirbusA319-131",166400,1998-07-02,19977,"UA",
2019,"UA","United Air Lines Inc.",1998,"United Air Lines Inc.","850","N812UA","O","Y",120,"AirbusIndustries","AirbusA319-131",166400,1998-07-09,19977,"UA",
2019,"UA","United Air Lines Inc.",1998,"United Air Lines Inc.","858","N813UA","O","Y",120,"AirbusIndustries","AirbusA319-131",166400,1998-07-23,19977,"UA",
2019,"UA","United Air Lines Inc.",1998,"United Air Lines Inc.","862","N814UA","O","Y",120,"AirbusIndustries","AirbusA319-131",166400,1998-08-05,19977,"UA",
2019,"UA","United Air Lines Inc.",1998,"United Air Lines Inc.","867","N815UA","O","Y",120,"AirbusIndustries","AirbusA319-131",166400,1998-08-11,19977,"UA",
2019,"UA","United Air Lines Inc.",1998,"United Air Lines Inc.","871","N816UA","O","Y",120,"AirbusIndustries","AirbusA319-131",166400,1998-09-01,19977,"UA",
2019,"UA","United Air Lines Inc.",1998,"United Air Lines Inc.","873","N817UA","O","Y",120,"AirbusIndustries","AirbusA319-131",166400,1998-09-08,19977,"UA",
2019,"UA","United Air Lines Inc.",1998,"United Air Lines Inc.","882","N818UA","O","Y",120,"AirbusIndustries","AirbusA319-131",166400,1998-10-01,19977,"UA",
2019,"UA","United Air Lines Inc.",1998,"United Air Lines Inc.","893","N819UA","O","Y",120,"AirbusIndustries","AirbusA319-131",166400,1998-10-22,19977,"UA",
2019,"UA","United Air Lines Inc.",1998,"United Air Lines Inc.","898","N820UA","O","Y",120,"AirbusIndustries","AirbusA319-131",166400,1998-10-27,19977,"UA",
2019,"UA","United Air Lines Inc.",1998,"United Air Lines Inc.","944","N821UA","O","Y",120,"AirbusIndustries","AirbusA319-131",166400,1999-01-21,19977,"UA",
2019,"UA","United Air Lines Inc.",1998,"United Air Lines Inc.","948","N822UA","O","Y",120,"AirbusIndustries","AirbusA319-131",166400,1999-02-02,19977,"UA",
2019,"UA","United Air Lines Inc.",1998,"United Air Lines Inc.","952","N823UA","O","Y",120,"AirbusIndustries","AirbusA319-131",166400,1999-02-12,19977,"UA",
2019,"UA","United Air Lines Inc.",1999,"United Air Lines Inc.","965","N824UA","O","Y",120,"AirbusIndustries","AirbusA319-131",166400,1999-02-18,19977,"UA",
2019,"UA","United Air Lines Inc.",1999,"United Air Lines Inc.","980","N825UA","O","Y",120,"AirbusIndustries","AirbusA319-131",166400,1999-03-18,19977,"UA",
2019,"UA","United Air Lines Inc.",1999,"United Air Lines Inc.","989","N826UA","O","Y",120,"AirbusIndustries","AirbusA319-131",166400,1999-03-30,19977,"UA",
2019,"UA","United Air Lines Inc.",1999,"United Air Lines Inc.","1022","N827UA","O","Y",120,"AirbusIndustries","AirbusA319-131",166400,1999-05-28,19977,"UA",
2019,"UA","United Air Lines Inc.",1999,"United Air Lines Inc.","1031","N828UA","O","Y",120,"AirbusIndustries","AirbusA319-131",166400,1999-06-16,19977,"UA",
2019,"UA","United Air Lines Inc.",2000,"United Air Lines Inc.","1211","N829UA","O","Y",120,"AirbusIndustries","AirbusA319-131",166400,2000-04-28,19977,"UA",
2019,"UA","United Air Lines Inc.",2000,"United Air Lines Inc.","1243","N830UA","O","Y",120,"AirbusIndustries","AirbusA319-131",166400,2000-06-08,19977,"UA",
2019,"UA","United Air Lines Inc.",2000,"United Air Lines Inc.","1291","N831UA","O","Y",120,"AirbusIndustries","AirbusA319-131",166400,2000-08-10,19977,"UA",
2019,"UA","United Air Lines Inc.",2000,"United Air Lines Inc.","1401","N833UA","O","Y",120,"AirbusIndustries","AirbusA319-131",166400,2001-01-11,19977,"UA",
2019,"UA","United Air Lines Inc.",2001,"United Air Lines Inc.","1420","N834UA","O","Y",120,"AirbusIndustries","AirbusA319-131",166400,2001-02-08,19977,"UA",
2019,"UA","United Air Lines Inc.",2001,"United Air Lines Inc.","1426","N835UA","O","Y",120,"AirbusIndustries","AirbusA319-131",166400,2001-02-12,19977,"UA",
2019,"UA","United Air Lines Inc.",2001,"United Air Lines Inc.","1460","N836UA","O","Y",120,"AirbusIndustries","AirbusA319-131",166400,2001-03-08,19977,"UA",
2019,"UA","United Air Lines Inc.",2001,"United Air Lines Inc.","1474","N837UA","O","Y",120,"AirbusIndustries","AirbusA319-131",166400,2001-04-11,19977,"UA",
2019,"UA","United Air Lines Inc.",2001,"United Air Lines Inc.","1477","N838UA","O","Y",120,"AirbusIndustries","AirbusA319-131",166400,2001-04-17,19977,"UA",
2019,"UA","United Air Lines Inc.",2001,"United Air Lines Inc.","1507","N839UA","O","Y",120,"AirbusIndustries","AirbusA319-131",166400,2001-05-31,19977,"UA",
2019,"UA","United Air Lines Inc.",2001,"United Air Lines Inc.","1522","N840UA","O","Y",120,"AirbusIndustries","AirbusA319-131",166400,2001-06-28,19977,"UA",
2019,"UA","United Air Lines Inc.",2001,"United Air Lines Inc.","1545","N841UA","O","Y",120,"AirbusIndustries","AirbusA319-131",166400,2001-07-20,19977,"UA",
2019,"UA","United Air Lines Inc.",2001,"United Air Lines Inc.","1569","N842UA","O","Y",120,"AirbusIndustries","AirbusA319-131",166400,2001-09-04,19977,"UA",
2019,"UA","United Air Lines Inc.",2001,"United Air Lines Inc.","1573","N843UA","O","Y",120,"AirbusIndustries","AirbusA319-131",166400,2001-08-31,19977,"UA",
2019,"UA","United Air Lines Inc.",2001,"United Air Lines Inc.","1581","N844UA","O","Y",120,"AirbusIndustries","AirbusA319-131",166400,2001-11-16,19977,"UA",
2019,"UA","United Air Lines Inc.",2001,"United Air Lines Inc.","1585","N845UA","O","Y",120,"AirbusIndustries","AirbusA319-131",166400,2001-11-16,19977,"UA",
2019,"UA","United Air Lines Inc.",2001,"United Air Lines Inc.","1600","N846UA","O","Y",120,"AirbusIndustries","AirbusA319-131",166400,2001-11-28,19977,"UA",
2019,"UA","United Air Lines Inc.",2002,"United Air Lines Inc.","1647","N848UA","O","Y",120,"AirbusIndustries","AirbusA319-131",166400,2002-01-22,19977,"UA",
2019,"UA","United Air Lines Inc.",2002,"United Air Lines Inc.","1649","N849UA","O","Y",120,"AirbusIndustries","AirbusA319-131",166400,2002-02-08,19977,"UA",
2019,"UA","United Air Lines Inc.",2002,"United Air Lines Inc.","1653","N850UA","O","Y",120,"AirbusIndustries","AirbusA319-131",166400,2002-02-08,19977,"UA",
2019,"UA","United Air Lines Inc.",2000,"United Air Lines Inc.","1321","N832UA","O","Y",120,"AirbusIndustries","AirbusA319-131",166400,2000-09-25,19977,"UA",
2019,"UA","United Air Lines Inc.",2002,"United Air Lines Inc.","1664","N851UA","O","Y",120,"AirbusIndustries","AirbusA319-131",166400,2002-03-13,19977,"UA",
2019,"UA","United Air Lines Inc.",2001,"United Air Lines Inc.","1627","N847UA","O","Y",120,"AirbusIndustries","AirbusA319-131",166400,2001-11-29,19977,"UA",
2019,"UA","United Air Lines Inc.",2002,"United Air Lines Inc.","1671","N852UA","O","Y",120,"AirbusIndustries","AirbusA319-131",166400,2002-03-25,19977,"UA",
2019,"UA","United Air Lines Inc.",2006,"United Air Lines Inc.","2714","N1902U","O","Y",142,"AirbusIndustries","AirbusA320-232",169700,2006-03-01,19977,"UA",
2019,"UA","United Air Lines Inc.",1993,"United Air Lines Inc.","435","N401UA","O","Y",142,"AirbusIndustries","AirbusA320-232",169700,1993-11-24,19977,"UA",
2019,"UA","United Air Lines Inc.",1993,"United Air Lines Inc.","439","N402UA","O","Y",142,"AirbusIndustries","AirbusA320-232",169700,1993-11-29,19977,"UA",
2019,"UA","United Air Lines Inc.",1993,"United Air Lines Inc.","442","N403UA","O","Y",142,"AirbusIndustries","AirbusA320-232",169700,1993-12-20,19977,"UA",
2019,"UA","United Air Lines Inc.",1993,"United Air Lines Inc.","450","N404UA","O","Y",142,"AirbusIndustries","AirbusA320-232",169700,1993-12-09,19977,"UA",
2019,"UA","United Air Lines Inc.",1993,"United Air Lines Inc.","452","N405UA","O","Y",142,"AirbusIndustries","AirbusA320-232",169700,1993-12-22,19977,"UA",
2019,"UA","United Air Lines Inc.",1994,"United Air Lines Inc.","454","N406UA","O","Y",142,"AirbusIndustries","AirbusA320-232",169700,1994-01-31,19977,"UA",
2019,"UA","United Air Lines Inc.",1994,"United Air Lines Inc.","456","N407UA","O","Y",142,"AirbusIndustries","AirbusA320-232",169700,1994-02-16,19977,"UA",
2019,"UA","United Air Lines Inc.",1994,"United Air Lines Inc.","470","N413UA","O","Y",142,"AirbusIndustries","AirbusA320-232",169700,1994-06-20,19977,"UA",
2019,"UA","United Air Lines Inc.",1996,"United Air Lines Inc.","589","N433UA","O","Y",142,"AirbusIndustries","AirbusA320-232",169700,1996-06-04,19977,"UA",
2019,"UA","United Air Lines Inc.",1996,"United Air Lines Inc.","592","N434UA","O","Y",142,"AirbusIndustries","AirbusA320-232",169700,1996-06-11,19977,"UA",
2019,"UA","United Air Lines Inc.",1996,"United Air Lines Inc.","613","N435UA","O","Y",142,"AirbusIndustries","AirbusA320-232",169700,1996-09-04,19977,"UA",
2019,"UA","United Air Lines Inc.",1996,"United Air Lines Inc.","638","N436UA","O","Y",142,"AirbusIndustries","AirbusA320-232",169700,1996-12-11,19977,"UA",
2019,"UA","United Air Lines Inc.",1997,"United Air Lines Inc.","655","N437UA","O","Y",142,"AirbusIndustries","AirbusA320-232",169700,1997-02-21,19977,"UA",
2019,"UA","United Air Lines Inc.",1997,"United Air Lines Inc.","678","N438UA","O","Y",142,"AirbusIndustries","AirbusA320-232",169700,1997-05-30,19977,"UA",
2019,"UA","United Air Lines Inc.",1997,"United Air Lines Inc.","683","N439UA","O","Y",142,"AirbusIndustries","AirbusA320-232",169700,1997-06-12,19977,"UA",
2019,"UA","United Air Lines Inc.",1997,"United Air Lines Inc.","702","N440UA","O","Y",142,"AirbusIndustries","AirbusA320-232",169700,1997-07-08,19977,"UA",
2019,"UA","United Air Lines Inc.",1997,"United Air Lines Inc.","751","N441UA","O","Y",142,"AirbusIndustries","AirbusA320-232",169700,1997-12-08,19977,"UA",
2019,"UA","United Air Lines Inc.",1998,"United Air Lines Inc.","780","N442UA","O","Y",142,"AirbusIndustries","AirbusA320-232",169700,1998-02-26,19977,"UA",
2019,"UA","United Air Lines Inc.",1998,"United Air Lines Inc.","820","N443UA","O","Y",142,"AirbusIndustries","AirbusA320-232",169700,1998-05-26,19977,"UA",
2019,"UA","United Air Lines Inc.",1998,"United Air Lines Inc.","824","N444UA","O","Y",142,"AirbusIndustries","AirbusA320-232",169700,1998-05-28,19977,"UA",
2019,"UA","United Air Lines Inc.",1998,"United Air Lines Inc.","826","N445UA","O","Y",142,"AirbusIndustries","AirbusA320-232",169700,1998-06-19,19977,"UA",
2019,"UA","United Air Lines Inc.",1998,"United Air Lines Inc.","834","N446UA","O","Y",142,"AirbusIndustries","AirbusA320-232",169700,1998-06-19,19977,"UA",
2019,"UA","United Air Lines Inc.",1998,"United Air Lines Inc.","836","N447UA","O","Y",142,"AirbusIndustries","AirbusA320-232",169700,1998-07-01,19977,"UA",
2019,"UA","United Air Lines Inc.",1998,"United Air Lines Inc.","842","N448UA","O","Y",142,"AirbusIndustries","AirbusA320-232",169700,1998-07-06,19977,"UA",
2019,"UA","United Air Lines Inc.",1998,"United Air Lines Inc.","851","N449UA","O","Y",142,"AirbusIndustries","AirbusA320-232",169700,1998-07-21,19977,"UA",
2019,"UA","United Air Lines Inc.",1998,"United Air Lines Inc.","865","N451UA","O","Y",142,"AirbusIndustries","AirbusA320-232",169700,1998-09-01,19977,"UA",
2019,"UA","United Air Lines Inc.",1999,"United Air Lines Inc.","955","N452UA","O","Y",142,"AirbusIndustries","AirbusA320-232",169700,1999-03-04,19977,"UA",
2019,"UA","United Air Lines Inc.",1999,"United Air Lines Inc.","1001","N453UA","O","Y",142,"AirbusIndustries","AirbusA320-232",169700,1999-04-14,19977,"UA",
2019,"UA","United Air Lines Inc.",1999,"United Air Lines Inc.","1104","N454UA","O","Y",142,"AirbusIndustries","AirbusA320-232",169700,1999-11-05,19977,"UA",
2019,"UA","United Air Lines Inc.",1999,"United Air Lines Inc.","1105","N455UA","O","Y",142,"AirbusIndustries","AirbusA320-232",169700,1999-11-09,19977,"UA",
2019,"UA","United Air Lines Inc.",1999,"United Air Lines Inc.","1128","N456UA","O","Y",142,"AirbusIndustries","AirbusA320-232",169700,1999-12-08,19977,"UA",
2019,"UA","United Air Lines Inc.",1999,"United Air Lines Inc.","1146","N457UA","O","Y",142,"AirbusIndustries","AirbusA320-232",169700,2000-01-20,19977,"UA",
2019,"UA","United Air Lines Inc.",2000,"United Air Lines Inc.","1163","N458UA","O","Y",142,"AirbusIndustries","AirbusA320-232",169700,2000-02-14,19977,"UA",
